Last Name,First Name,Age,Height,Weight,Team,Abbr,GP,G,A,P,TOI,Hits,PIM,+/-
Pinho,Brian,25,"6'1""",194,Washington Capitals,WSH,2,0,0,0,7:48,1,0,-2
Sushko,Maxim,21,"6'0""",194,Philadelphia Flyers,PHI,2,0,0,0,9:33,2,0,-1
Shore,Drew,29,"6'3""",205,Carolina Hurricanes,CAR,3,0,0,0,6:53,2,2,-1
Bailey,Justin,25,"6'4""",214,Vancouver Canucks,VAN,3,0,0,0,6:48,2,2,-2
Kupari,Rasmus,20,"6'1""",187,Los Angeles Kings,LAK,3,0,0,0,9:41,3,2,-2
Dries,Sheldon,26,"5'9""",181,Colorado Avalanche,COL,3,0,0,0,7:48,6,4,1
Rempal,Sheldon,25,"5'10""",165,Carolina Hurricanes,CAR,3,0,0,0,8:17,0,0,0
Haley,Micheal,34,"5'11""",205,Ottawa Senators,OTT,4,0,0,0,6:02,10,5,-1
Rinaldo,Zac,30,"5'10""",194,Calgary Flames,CGY,4,0,0,0,5:50,13,5,-1
Czarnik,Austin,28,"5'9""",174,New York Islanders,NYI,4,0,0,0,12:29,2,0,-1
Megna,Jayson,30,"6'1""",194,Colorado Avalanche,COL,4,0,0,0,10:02,8,0,0
Fasching,Hudson,25,"6'3""",205,Arizona Coyotes,ARI,4,0,0,0,9:35,3,0,-3
Brown,Patrick,28,"6'1""",209,Vegas Golden Knights,VGK,4,0,0,0,9:05,7,2,0
Suomela,Antti,26,"6'0""",172,San Jose Sharks,SJS,4,0,0,0,11:07,6,0,0
Veleno,Joseph,20,"6'1""",194,Detroit Red Wings,DET,4,0,0,0,15:10,6,4,0
Lind,Kole,22,"6'1""",185,Vancouver Canucks,VAN,4,0,0,0,15:12,6,0,-4
Gustafsson,David,20,"6'2""",196,Winnipeg Jets,WPG,4,0,0,0,5:49,0,0,-1
Graovac,Tyler,27,"6'5""",209,Vancouver Canucks,VAN,5,0,0,0,8:07,3,0,-1
Noesen,Stefan,27,"6'2""",205,San Jose Sharks,SJS,5,0,0,0,9:31,4,2,0
McCarron,Michael,25,"6'6""",231,Nashville Predators,NSH,5,0,0,0,9:57,11,16,0
Gawdin,Glenn,23,"6'1""",190,Calgary Flames,CGY,5,0,0,0,5:41,9,0,-2
Johnson,Reese,22,"6'1""",192,Chicago Blackhawks,CHI,5,0,0,0,7:56,22,9,-2
Poganski,Austin,24,"6'2""",201,St. Louis Blues,STL,5,0,0,0,7:33,8,0,-1
Sikura,Dylan,25,"5'11""",165,Vegas Golden Knights,VGK,5,0,0,0,9:27,3,0,-2
Laczynski,Tanner,23,"6'1""",190,Philadelphia Flyers,PHI,5,0,0,0,9:58,5,0,1
Kaut,Martin,21,"6'2""",190,Colorado Avalanche,COL,5,0,0,0,7:59,6,4,-1
Lettieri,Vinni,25,"5'11""",185,Anaheim Ducks,ANA,5,0,0,0,12:43,9,0,-3
Andreoff,Andy,29,"6'1""",203,Philadelphia Flyers,PHI,6,0,0,0,8:36,14,9,-6
Milano,Sonny,24,"6'0""",194,Anaheim Ducks,ANA,6,0,0,0,14:44,4,0,0
McLeod,Ryan,21,"6'3""",201,Edmonton Oilers,EDM,6,0,0,0,12:36,3,0,0
Dunne,Josh,22,"6'4""",198,Columbus Blue Jackets,CBJ,6,0,0,0,10:23,12,4,-1
Frolík,Michael,32,"6'1""",190,Montreal Canadiens,MTL,7,0,0,0,11:16,8,0,-3
Senyshyn,Zach,23,"6'1""",192,Boston Bruins,BOS,7,0,0,0,9:46,11,2,-1
Twarynski,Carsen,23,"6'2""",198,Philadelphia Flyers,PHI,7,0,0,0,8:51,17,2,-3
Nygård,Joakim,27,"6'0""",179,Edmonton Oilers,EDM,8,0,0,0,8:37,2,4,-1
Michaelis,Marc,25,"5'11""",187,Vancouver Canucks,VAN,8,0,0,0,8:59,6,2,-3
Robinson,Buddy,29,"6'6""",225,Calgary Flames,CGY,9,0,0,0,7:08,14,0,0
Simon,Dominik,26,"5'11""",190,Calgary Flames,CGY,9,0,0,0,9:43,10,0,0
Truchon-Viel,Jeffrey,23,"6'0""",194,San Jose Sharks,SJS,10,0,0,0,7:48,21,19,-7
Gabriel,Kurtis,27,"6'4""",201,San Jose Sharks,SJS,11,0,0,0,7:40,46,55,1
Chaput,Michael,28,"6'2""",198,Arizona Coyotes,ARI,12,0,0,0,9:10,17,8,-6
MacInnis,Ryan,24,"6'4""",201,Columbus Blue Jackets,CBJ,14,0,0,0,9:53,18,0,-4
Tinordi,Jarred,28,"6'6""",225,Boston Bruins,BOS,13,0,0,0,16:58,40,7,-5
